id,price_doc
26,140000
30,140000
35,140000
39,140000
48,140000
72,140000
98,140000
102,140000
105,140000
110,140000
121,140000
123,140000
125,140000
127,140000
131,140000
146,140000
148,140000
151,140000
173,140000
175,140000
190,140000
207,140000
220,140000
222,140000
223,140000
225,140000
228,140000
233,140000
239,140000
240,140000
247,140000
253,140000
257,140000
258,140000
270,140000
273,140000
277,140000
285,140000
297,140000
300,140000
317,140000
337,140000
338,140000
343,140000
348,140000
350,140000
359,140000
360,140000
364,140000
365,140000
366,140000
370,140000
380,140000
387,140000
401,140000
402,140000
403,140000
411,140000
416,140000
418,140000
425,140000
444,140000
450,140000
452,140000
455,140000
467,140000
468,140000
479,140000
481,140000
486,140000
496,140000
500,140000
502,140000
505,140000
509,140000
512,140000
519,140000
530,140000
531,140000
549,140000
558,140000
564,140000
569,140000
576,140000
586,140000
590,140000
592,140000
596,140000
605,140000
606,140000
608,140000
619,140000
621,140000
622,140000
624,140000
627,140000
634,140000
642,140000
643,140000
646,140000
648,140000
653,140000
658,140000
660,140000
666,140000
671,140000
675,140000
677,140000
689,140000
692,140000
699,140000
707,140000
711,140000
718,140000
719,140000
727,140000
743,140000
749,140000
751,140000
755,140000
764,140000
776,140000
783,140000
806,140000
809,140000
815,140000
823,140000
825,140000
831,140000
836,140000
841,140000
843,140000
850,140000
852,140000
861,140000
879,140000
887,140000
906,140000
912,140000
916,140000
919,140000
920,140000
923,140000
925,140000
927,140000
944,140000
952,140000
954,140000
959,140000
964,140000
967,140000
976,140000
982,140000
1002,140000
1019,140000
1022,140000
1023,140000
1028,140000
1034,140000
1036,140000
1039,140000
1041,140000
1042,140000
1048,140000
1052,140000
1064,140000
1067,140000
1071,140000
1075,140000
1076,140000
1077,140000
1079,140000
1082,140000
1088,140000
1090,140000
1092,140000
1094,140000
1097,140000
1129,140000
1134,140000
1136,140000
1147,140000
1155,140000
1158,140000
1175,140000
1183,140000
1190,140000
1195,140000
1197,140000
1198,140000
1202,140000
1208,140000
1218,140000
1231,140000
1232,140000
1233,140000
1234,140000
1241,140000
1243,140000
1250,140000
1259,140000
1277,140000
1280,140000
1282,140000
1285,140000
1288,140000
1289,140000
1294,140000
1297,140000
1299,140000
1302,140000
1306,140000
1307,140000
1313,140000
1316,140000
1318,140000
1324,140000
1325,140000
1327,140000
1332,140000
1356,140000
1362,140000
1381,140000
1382,140000
1394,140000
1396,140000
1401,140000
1413,140000
1415,140000
1427,140000
1428,140000
1439,140000
1453,140000
1460,140000
1464,140000
1469,140000
1478,140000
1482,140000
1486,140000
1488,140000
1495,140000
1499,140000
1506,140000
1510,140000
1512,140000
1527,140000
1546,140000
1547,140000
1550,140000
1551,140000
1553,140000
1554,140000
1560,140000
1565,140000
1583,140000
1586,140000
1589,140000
1592,140000
1602,140000
1605,140000
1606,140000
1607,140000
1613,140000
1619,140000
1627,140000
1628,140000
1634,140000
1637,140000
1649,140000
1652,140000
1653,140000
1656,140000
1659,140000
1665,140000
1681,140000
1685,140000
1688,140000
1690,140000
1694,140000
1704,140000
1705,140000
1706,140000
1729,140000
1735,140000
1736,140000
1738,140000
1755,140000
1756,140000
1757,140000
1758,140000
1760,140000
1767,140000
1770,140000
1778,140000
1796,140000
1797,140000
1805,140000
1806,140000
1821,140000
1825,140000
1836,140000
1839,140000
1841,140000
1848,140000
1853,140000
1859,140000
1874,140000
1875,140000
1892,140000
